Personality,Image Path,Width,Height,File Type
chris pratt,../dataset\chris pratt\Chris Pratt56_866.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt58_867.jpg,146,155,jpg
chris pratt,../dataset\chris pratt\Chris Pratt59_868.jpg,302,320,jpg
chris pratt,../dataset\chris pratt\Chris Pratt5_860.jpg,365,387,jpg
chris pratt,../dataset\chris pratt\Chris Pratt60_870.jpg,302,320,jpg
chris pratt,../dataset\chris pratt\Chris Pratt61_871.jpg,146,155,jpg
chris pratt,../dataset\chris pratt\Chris Pratt62_872.jpg,209,221,jpg
chris pratt,../dataset\chris pratt\Chris Pratt63_873.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt65_874.jpg,174,185,jpg
chris pratt,../dataset\chris pratt\Chris Pratt66_875.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt68_876.jpg,121,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt69_877.jpg,365,387,jpg
chris pratt,../dataset\chris pratt\Chris Pratt6_869.jpg,209,221,jpg
chris pratt,../dataset\chris pratt\Chris Pratt72_879.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt73_880.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt74_881.jpg,102,108,jpg
chris pratt,../dataset\chris pratt\Chris Pratt75_882.jpg,122,129,jpg
chris pratt,../dataset\chris pratt\Chris Pratt78_883.jpg,122,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt78_884.jpg,122,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt79_885.jpg,209,221,jpg
chris pratt,../dataset\chris pratt\Chris Pratt7_878.jpg,121,129,jpg
chris pratt,../dataset\chris pratt\Chris Pratt80_887.jpg,209,221,jpg
chris pratt,../dataset\chris pratt\Chris Pratt81_888.jpg,122,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt82_889.jpg,135,155,jpg
chris pratt,../dataset\chris pratt\Chris Pratt85_890.jpg,251,266,jpg
chris pratt,../dataset\chris pratt\Chris Pratt87_891.jpg,174,184,jpg
chris pratt,../dataset\chris pratt\Chris Pratt88_892.jpg,251,270,jpg
chris pratt,../dataset\chris pratt\Chris Pratt89_893.jpg,209,221,jpg
chris pratt,../dataset\chris pratt\Chris Pratt8_886.jpg,436,463,jpg
chris pratt,../dataset\chris pratt\Chris Pratt91_895.jpg,122,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt92_896.jpg,121,99,jpg
chris pratt,../dataset\chris pratt\Chris Pratt93_897.jpg,121,128,jpg
chris pratt,../dataset\chris pratt\Chris Pratt94_898.jpg,212,225,jpg
chris pratt,../dataset\chris pratt\Chris Pratt96_899.jpg,251,266,jpg
chris pratt,../dataset\chris pratt\Chris Pratt97_900.jpg,175,184,jpg
chris pratt,../dataset\chris pratt\Chris Pratt9_894.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale0_545.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale108_547.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale109_548.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale10_546.jpg,174,185,jpg
christian bale,../dataset\christian bale\Christian Bale111_549.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale112_550.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale113_551.jpg,122,128,jpg
christian bale,../dataset\christian bale\Christian Bale114_552.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale115_553.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale116_554.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale118_555.jpg,251,264,jpg
christian bale,../dataset\christian bale\Christian Bale119_556.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale121_557.jpg,437,462,jpg
christian bale,../dataset\christian bale\Christian Bale124_558.jpg,437,463,jpg
christian bale,../dataset\christian bale\Christian Bale125_559.jpg,122,128,jpg
christian bale,../dataset\christian bale\Christian Bale126_560.jpg,437,463,jpg
christian bale,../dataset\christian bale\Christian Bale128_561.jpg,146,154,jpg
christian bale,../dataset\christian bale\Christian Bale129_562.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale130_564.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale131_565.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale133_566.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale134_567.jpg,209,221,jpg
christian bale,../dataset\christian bale\Christian Bale136_568.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale138_569.jpg,209,225,jpg
christian bale,../dataset\christian bale\Christian Bale139_570.jpg,436,463,jpg
christian bale,../dataset\christian bale\Christian Bale13_563.jpg,209,225,jpg
christian bale,../dataset\christian bale\Christian Bale142_572.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale145_573.jpg,527,558,jpg
christian bale,../dataset\christian bale\Christian Bale147_574.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale148_575.jpg,209,221,jpg
christian bale,../dataset\christian bale\Christian Bale149_576.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale14_571.jpg,436,462,jpg
christian bale,../dataset\christian bale\Christian Bale151_578.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale153_579.jpg,122,129,jpg
christian bale,../dataset\christian bale\Christian Bale156_580.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale157_582.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale159_583.jpg,251,264,jpg
christian bale,../dataset\christian bale\Christian Bale15_577.jpg,436,463,jpg
christian bale,../dataset\christian bale\Christian Bale160_584.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale161_585.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale162_586.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale163_587.jpg,122,129,jpg
christian bale,../dataset\christian bale\Christian Bale164_588.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale166_589.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale168_590.jpg,122,128,jpg
christian bale,../dataset\christian bale\Christian Bale170_592.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale172_593.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale173_594.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale174_595.jpg,212,225,jpg
christian bale,../dataset\christian bale\Christian Bale176_596.jpg,167,184,jpg
christian bale,../dataset\christian bale\Christian Bale176_597.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale178_598.jpg,145,154,jpg
christian bale,../dataset\christian bale\Christian Bale17_591.jpg,209,221,jpg
christian bale,../dataset\christian bale\Christian Bale180_600.jpg,212,221,jpg
christian bale,../dataset\christian bale\Christian Bale183_601.jpg,121,129,jpg
christian bale,../dataset\christian bale\Christian Bale185_602.jpg,175,185,jpg
christian bale,../dataset\christian bale\Christian Bale187_603.jpg,175,185,jpg
christian bale,../dataset\christian bale\Christian Bale188_604.jpg,174,185,jpg
christian bale,../dataset\christian bale\Christian Bale189_605.jpg,387,462,jpg
christian bale,../dataset\christian bale\Christian Bale18_599.jpg,174,185,jpg
christian bale,../dataset\christian bale\Christian Bale190_607.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale192_608.jpg,457,558,jpg
christian bale,../dataset\christian bale\Christian Bale195_609.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale196_610.jpg,436,462,jpg
christian bale,../dataset\christian bale\Christian Bale198_611.jpg,145,154,jpg
christian bale,../dataset\christian bale\Christian Bale19_606.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale201_614.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale202_615.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale208_616.jpg,175,185,jpg
christian bale,../dataset\christian bale\Christian Bale20_613.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale210_618.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale214_619.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale215_620.jpg,209,218,jpg
christian bale,../dataset\christian bale\Christian Bale216_621.jpg,209,225,jpg
christian bale,../dataset\christian bale\Christian Bale21_617.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale222_623.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale223_624.jpg,209,225,jpg
christian bale,../dataset\christian bale\Christian Bale224_625.jpg,174,182,jpg
christian bale,../dataset\christian bale\Christian Bale224_626.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale225_627.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale226_628.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale227_629.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale22_622.jpg,527,554,jpg
christian bale,../dataset\christian bale\Christian Bale231_631.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale232_632.jpg,174,185,jpg
christian bale,../dataset\christian bale\Christian Bale235_633.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale237_634.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale238_635.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale23_630.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale240_637.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale241_638.jpg,497,558,jpg
christian bale,../dataset\christian bale\Christian Bale242_639.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale246_640.jpg,146,154,jpg
christian bale,../dataset\christian bale\Christian Bale247_641.jpg,500,700,jpg
christian bale,../dataset\christian bale\Christian Bale248_642.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale249_643.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale24_636.jpg,209,225,jpg
christian bale,../dataset\christian bale\Christian Bale26_644.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale27_645.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale28_646.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale29_647.jpg,436,463,jpg
christian bale,../dataset\christian bale\Christian Bale2_612.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale30_649.jpg,327,387,jpg
christian bale,../dataset\christian bale\Christian Bale32_650.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale34_651.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale36_652.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale38_653.jpg,412,463,jpg
christian bale,../dataset\christian bale\Christian Bale39_654.jpg,365,380,jpg
christian bale,../dataset\christian bale\Christian Bale3_648.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale41_656.jpg,255,270,jpg
christian bale,../dataset\christian bale\Christian Bale42_657.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale43_658.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale45_659.jpg,209,221,jpg
christian bale,../dataset\christian bale\Christian Bale46_660.jpg,209,221,jpg
christian bale,../dataset\christian bale\Christian Bale47_661.jpg,175,185,jpg
christian bale,../dataset\christian bale\Christian Bale48_662.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale49_663.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale4_655.jpg,174,184,jpg
christian bale,../dataset\christian bale\Christian Bale53_664.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale55_665.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale57_666.jpg,174,185,jpg
christian bale,../dataset\christian bale\Christian Bale59_667.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale60_669.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale61_670.jpg,412,462,jpg
christian bale,../dataset\christian bale\Christian Bale62_671.jpg,175,184,jpg
christian bale,../dataset\christian bale\Christian Bale63_672.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale65_673.jpg,365,387,jpg
christian bale,../dataset\christian bale\Christian Bale67_674.jpg,564,671,jpg
christian bale,../dataset\christian bale\Christian Bale68_675.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale6_668.jpg,352,462,jpg
christian bale,../dataset\christian bale\Christian Bale74_677.jpg,344,387,jpg
christian bale,../dataset\christian bale\Christian Bale76_678.jpg,145,155,jpg
christian bale,../dataset\christian bale\Christian Bale78_679.jpg,121,128,jpg
christian bale,../dataset\christian bale\Christian Bale79_680.jpg,175,185,jpg
christian bale,../dataset\christian bale\Christian Bale7_676.jpg,387,456,jpg
christian bale,../dataset\christian bale\Christian Bale80_681.jpg,146,154,jpg
christian bale,../dataset\christian bale\Christian Bale82_682.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale82_683.jpg,121,129,jpg
christian bale,../dataset\christian bale\Christian Bale82_684.jpg,111,128,jpg
christian bale,../dataset\christian bale\Christian Bale82_685.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale82_686.jpg,101,105,jpg
christian bale,../dataset\christian bale\Christian Bale82_687.jpg,102,105,jpg
christian bale,../dataset\christian bale\Christian Bale82_688.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale84_689.jpg,437,463,jpg
christian bale,../dataset\christian bale\Christian Bale85_690.jpg,270,380,jpg
christian bale,../dataset\christian bale\Christian Bale86_691.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale87_692.jpg,344,387,jpg
christian bale,../dataset\christian bale\Christian Bale90_694.jpg,251,266,jpg
christian bale,../dataset\christian bale\Christian Bale92_695.jpg,146,155,jpg
christian bale,../dataset\christian bale\Christian Bale94_696.jpg,230,266,jpg
christian bale,../dataset\christian bale\Christian Bale96_697.jpg,102,108,jpg
christian bale,../dataset\christian bale\Christian Bale97_698.jpg,302,320,jpg
christian bale,../dataset\christian bale\Christian Bale98_699.jpg,212,225,jpg
christian bale,../dataset\christian bale\Christian Bale9_693.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo101_1277.jpg,209,225,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo102_1278.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo103_1279.jpg,122,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo111_1280.jpg,145,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo112_1281.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo116_1282.jpg,146,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo119_1283.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo119_1284.jpg,92,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo128_1286.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo129_1287.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo12_1285.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo130_1288.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo132_1289.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo135_1290.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo136_1291.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo138_1292.jpg,146,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo140_1294.jpg,209,225,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo144_1295.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo146_1296.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo147_1297.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo148_1298.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo14_1293.jpg,146,155,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo150_1299.jpg,209,225,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo157_1300.jpg,212,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo158_1301.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo162_1302.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo163_1303.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo166_1304.jpg,174,185,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo167_1305.jpg,209,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo168_1306.jpg,564,668,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo170_1307.jpg,271,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo172_1308.jpg,255,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo172_1309.jpg,223,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo175_1310.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo181_1312.jpg,146,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo182_1313.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo185_1314.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo186_1315.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo187_1316.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo187_1317.jpg,102,105,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo187_1318.jpg,174,185,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo188_1319.jpg,212,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo18_1311.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo19_1320.jpg,145,155,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo200_1321.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo203_1322.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo205_1323.jpg,145,155,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo205_1324.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo208_1325.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo209_1326.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo212_1328.jpg,255,270,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo213_1329.jpg,146,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo217_1330.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo218_1331.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo21_1327.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo222_1332.jpg,146,154,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo226_1333.jpg,436,462,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo229_1334.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo236_1335.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo236_1336.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo238_1337.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo242_1338.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo244_1339.jpg,175,185,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo246_1340.jpg,209,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo249_1341.jpg,154,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo26_1342.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo28_1343.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo29_1344.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo32_1346.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo34_1347.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo35_1348.jpg,285,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo37_1349.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo39_1350.jpg,145,155,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo3_1345.jpg,209,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo40_1351.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo42_1352.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo47_1353.jpg,209,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo50_1354.jpg,436,463,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo52_1355.jpg,251,266,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo56_1356.jpg,212,221,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo60_1357.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo61_1358.jpg,122,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo64_1359.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo67_1360.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo68_1361.jpg,175,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo74_1362.jpg,372,456,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo75_1363.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo77_1364.jpg,437,462,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo78_1365.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo79_1366.jpg,175,185,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo80_1367.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo81_1368.jpg,365,387,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo87_1369.jpg,121,128,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo88_1370.jpg,302,320,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo95_1373.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo97_1374.jpg,174,184,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo98_1375.jpg,102,108,jpg
cristiano ronaldo,../dataset\cristiano ronaldo\Cristiano Ronaldo9_1371.jpg,302,320,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker0_1376.jpg,145,154,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker102_1379.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker103_1380.jpg,121,129,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker103_1381.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker104_1382.jpg,121,129,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker105_1383.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker107_1384.jpg,251,264,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker109_1385.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker10_1378.jpg,212,225,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker110_1386.jpg,146,155,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker111_1387.jpg,145,155,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker115_1388.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker116_1389.jpg,212,221,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker117_1390.jpg,436,462,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker118_1391.jpg,251,266,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker119_1392.jpg,145,154,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker120_1394.jpg,251,266,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker121_1395.jpg,175,185,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker122_1396.jpg,302,320,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker124_1397.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker125_1398.jpg,121,128,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker126_1399.jpg,212,221,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker127_1400.jpg,255,266,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker128_1401.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker129_1402.jpg,122,128,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker12_1393.jpg,302,320,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker130_1404.jpg,102,108,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker131_1405.jpg,365,387,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker132_1406.jpg,365,387,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker133_1407.jpg,121,129,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker135_1408.jpg,174,185,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker138_1409.jpg,209,221,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker139_1410.jpg,251,266,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker13_1403.jpg,174,184,jpg
danielle panabaker,../dataset\danielle panabaker\Danielle Panabaker141_1412.jpg,121,129,jpg
